RSN,PGA (g),Maximum Base Shear (kN),Maximum Overturning Moment (kN�m),ISD Floor 1 (%),ISD Floor 2 (%),ISD Floor 3 (%),ISD Floor 4 (%),ISD Floor 5 (%),ISD Floor 6 (%),ISD Floor 7 (%),ISD Floor 8 (%),Maximum ISD (%),Maximum Global Drift (%),PFA Node 1001 (g),PFA Node 1005 (g),PFA Node 1009 (g),PFA Node 9003 (g),Maximum LRB Displacement (Node 1001) (mm),Maximum Top Displacement (Node 1009) (mm)
496,2.7,644.967,1895.1605,2.695398,2.15028,1.589882,1.37844,1.40054,1.476746,1.456532,1.163163,2.695398,1.469623,1.643624,0.9955,0.384202,0.165131,128.4062,421.094
990,0.1,100.0917,230.0874,0.209863,0.154916,0.145993,0.144784,0.142949,0.138885,0.131422,0.111222,0.209863,0.216772,0.078958,0.055479,0.054681,0.019983,19.8583,62.1121
990,0.2,162.322,399.6174,0.383619,0.296997,0.280645,0.275885,0.270233,0.260076,0.241586,0.19841,0.383619,0.387827,0.154701,0.111357,0.091791,0.040533,32.2418,111.1249
990,0.3,229.5923,601.7433,0.634186,0.490092,0.456084,0.443702,0.430363,0.411643,0.379979,0.306669,0.634186,0.60047,0.22185,0.168869,0.134085,0.060485,45.6504,172.0539
990,0.25,198.6834,507.9801,0.507781,0.394301,0.371879,0.364364,0.355831,0.34141,0.315692,0.256024,0.507781,0.500191,0.189384,0.140667,0.114112,0.050682,39.4883,143.3208
990,0.4,276.0441,755.3712,0.87893,0.68942,0.634179,0.610871,0.589139,0.561244,0.519556,0.422012,0.87893,0.786965,0.281985,0.221981,0.165959,0.07915,54.927,225.4907
990,0.5,304.5902,850.2199,1.070647,0.877765,0.797583,0.759698,0.725284,0.686031,0.634527,0.520708,1.070647,0.948463,0.341827,0.274474,0.189478,0.097328,60.6245,271.7649
990,0.6,322.3102,907.3252,1.183851,1.008976,0.910731,0.865329,0.822868,0.774878,0.71525,0.58873,1.183851,1.055325,0.386476,0.318986,0.20969,0.115241,64.1603,302.3843
990,0.7,331.4038,928.0157,1.268988,1.105409,1.00116,0.952861,0.911984,0.860234,0.792329,0.650778,1.268988,1.137802,0.451308,0.362649,0.23259,0.133981,65.9563,326.0167
990,0.8,335.0532,938.5821,1.310182,1.171542,1.080486,1.039039,1.012197,0.963908,0.8895,0.727414,1.310182,1.208354,0.519093,0.399735,0.247287,0.153586,66.6913,346.232
