Drift (%),Base Shear (kN)
0.00017501977722660206,0.11366792944986497
0.00035003955446142964,0.19495162141867656
0.0005250593316962571,0.281039366215821
0.0007000791089310846,0.3670672460609435
0.0008750988861659121,0.453093007724225
0.0010501186634007396,0.5391312402465992
0.001225138440635567,0.625167333692374
0.0014001582178703946,0.7112032896989043
0.0015751779951052223,0.7972385290438865
0.0017501977723400495,0.8832731298392035
0.001925217549574877,0.9693070724681704
0.0021002373268097048,1.0553403598412665
0.0022752571040445327,1.1413729910423966
0.00245027688127936,1.2274049661290738
0.0026252966585141877,1.313436284543991
0.0028003164357490156,1.3994669466965963
0.002975336212983843,1.4854969523398804
0.0031503559902186706,1.5715263000648791
0.0033253757674534985,1.6575549875740365
0.0035003955446883265,1.7435830148062725
0.0036754153219231535,1.829610381704237
0.003850435099157981,1.9156370882106506
0.0040254548763928085,2.0016631342681284
0.0042004746536276364,2.0876885198193333
0.004375494430862464,2.1737132448068754
0.004550514208097292,2.259737309173405
0.00472553398533212,2.3457607128615137
0.004900553762566947,2.431783455813821
0.005075573539801774,2.517805537925354
0.005250593317036602,2.603826959233813
0.00542561309427143,2.6898477196341966
0.005600632871506258,2.7758678190690875
0.005775652648741086,2.861887257395382
0.005950672425975914,2.9479060346314974
0.006125692203210741,3.0339241507300887
0.006300711980445569,3.1199416056325155
0.006475731757680397,3.20595839928244
0.006650751534915225,3.2919745316219857
0.006825771312150053,3.377990002593635
0.00700079108938488,3.4640048094701785
0.007175810866619707,3.5500189445336554
0.007350830643854533,3.636032418048952
0.007525850421089361,3.722045067627507
0.007700870198324187,3.8080571798799596
0.007875889975559014,3.894068590179135
0.008050909752793841,3.9800792984412934
0.008225929530028668,4.0660893046243975
0.008400949307263494,4.1520986086582745
0.008575969084498323,4.238107210481942
0.008750988861733148,4.3241151100333495
0.008926008638967977,4.410122307247567
0.009101028416202802,4.49612880206298
0.009276048193437629,4.582134594416613
0.009451067970672456,4.668139684247499
0.009626087747907283,4.754144071489658
0.00980110752514211,4.84014775608449
0.009976127302376937,4.926150737967622
0.010151147079611764,5.0121530170763755
0.01032616685684659,5.09815459334812
0.010501186634081418,5.1841554667201715
0.010676206411316244,5.270155637129841
0.010851226188551073,5.356155104514434
0.011026245965785898,5.4421538688112365
0.011201265743020725,5.528151929957546
0.011376285520255552,5.614149287890602
0.011551305297490379,5.700145942547692
0.011726325074725206,5.786141893844683
0.011901344851960033,5.872137141761525
0.01207636462919486,5.958131686057469
0.012251384406429687,6.0441255267792275
0.012426404183664514,6.130118663911859
0.01260142396089934,6.216111097389794
0.012776443738134167,6.302102827153625
0.012951463515368996,6.388093853137809
0.013126483292603823,6.474084175283989
0.013301503069838648,6.560073793520724
0.013476522847073475,6.646062560253857
0.013651542624308302,6.732050764590614
0.013826562401543127,6.81803825165528
0.014001582178777956,6.904025023184442
0.014176601956012783,6.990011079902005
0.014351621733247612,7.075996421744446
0.01452664151048244,7.1619810486508
0.014701661287717264,7.24796496055136
0.014876681064952092,7.333948157385256
0.015051700842186919,7.4199306390952655
0.015226720619421744,7.505912405608212
0.015401740396656574,7.5918934568627625
0.0155767601738914,7.677873792802435
0.015751779951126227,7.763853413357099
0.015926799728361054,7.849832318463067
0.01610181950559588,7.93581050805554
0.016276839282830708,8.02178798207946
0.016451859060065535,8.107764740459283
0.016626878837300362,8.193740783143337
0.01680189861453519,8.279716009585881
0.016976918391770013,8.365690583754434
0.01715193816900484,8.451664470440369
0.01732695794623967,8.53763763488058
0.017501977723474497,8.62361007699842
0.01767699750070932,8.709581796742553
0.017852017277944148,8.795552794036212
0.018027037055178975,8.881523068828796
0.018202056832413806,8.96749262104293
0.01837707660964863,9.053461450627548
0.018552096386883456,9.139429557505332
0.018727116164118283,9.225396941626325
0.01890213594135311,9.311363602912524
0.019077155718587938,9.39732954131319
0.019252175495822765,9.483294756750869
0.01942719527305759,9.56925924917556
0.01960221505029242,9.655223018508591
0.019777234827527246,9.741186064700653
0.019952254604762073,9.827148387672803
0.0201272743819969,9.913109987375407
0.020302294159231727,9.999070863729916
0.020477313936466554,10.085030866955487
0.02065233371370138,10.170990293820083
0.020827353490936205,10.256948991297774
0.021002373268171035,10.342906959179064
0.021177393045405862,10.428864197415479
0.02135241282264069,10.514820705927146
0.021527432599875513,10.600776484666083
0.02170245237711034,10.68673153355077
0.021877472154345167,10.772685852529193
0.022052491931579998,10.85863944153506
0.02222751170881482,10.944592300502809
0.02240253148604965,11.03054442936821
0.022577551263284475,11.116495828066935
0.022752571040519302,11.202446496534689
0.02292759081775413,11.288396434708032
0.023102610594988957,11.374345642520009
0.023277630372223784,11.460294119908898
0.02345265014945861,11.546241866809494
0.023627669926693438,11.6321888831574
0.023802689703928265,11.718135168888272
0.023977709481163092,11.804080689023872
0.02415272925839792,11.890025512737902
0.024327749035632746,11.975969604393546
0.024502768812867573,12.061912963925744
0.024677788590102397,12.147855591270101
0.024852808367337224,12.233797486362198
0.02502782814457205,12.319738649137566
0.025202847921806878,12.40567907953178
0.02537786769904171,12.491618777480344
0.025552887476276535,12.57755774291882
0.025727907253511362,12.663495975782682
0.02590292703074619,12.749433476007445
0.026077946807981013,12.835370243528601
0.02625296658521584,12.921306278281614
0.026427986362450667,13.00724158020197
0.026603006139685494,13.093176149225085
0.02677802591692032,13.179109985286432
0.026953045694155145,13.265043088321423
0.027128065471389972,13.350975458265468
0.027303085248624806,13.436907095053975
0.02747810502585963,13.522837998622341
0.027653124803094457,13.608768168905943
0.027828144580329284,13.69469760584015
0.02800316435756411,13.780626309360294
0.02817818413479894,13.866554279401743
0.02835320391203377,13.952481515899832
0.0285282236892686,14.038408018789863
0.028703243466503433,14.124333664618364
0.02887826324373826,14.210258657017533
0.02905328302097309,14.296182955861395
0.02922830279820792,14.38210651837345
0.029403322575442748,14.468029344488954
0.029578342352677582,14.553951434143155
0.029753362129912413,14.639872787271281
