PGA (g),With LRB PoE(IO),Without LRB PoE(IO),With LRB PoE(LS),Without LRB PoE(LS),With LRB PoE(CP),Without LRB PoE(CP)
0.996996997,0.9869085904,0.9999829137,0.6329030585,0.4836329807,0.4727835479,0.3492756332
0.998998999,0.9870392246,0.9999835059,0.6340972565,0.4850144543,0.4739096741,0.35046796
1.001001001,0.987168472,0.9999840774,0.6352877699,0.4863933416,0.4750337537,0.3516593705
1.003003003,0.9872963482,0.999984629,0.6364746053,0.4877696361,0.4761557855,0.352849855
1.005005005,0.9874228685,0.9999851614,0.6376577696,0.4891433315,0.4772757686,0.3540394038
1.007007007,0.987548048,0.9999856752,0.6388372699,0.4905144215,0.4783937018,0.3552280073
1.009009009,0.9876719017,0.999986171,0.6400131129,0.4918829002,0.4795095842,0.3564156562
1.011011011,0.9877944444,0.9999866496,0.6411853058,0.4932487617,0.4806234149,0.3576023409
1.013013013,0.9879156909,0.9999871116,0.6423538556,0.494612,0.481735193,0.3587880522
1.015015015,0.9880356554,0.9999875574,0.6435187694,0.4959726097,0.4828449177,0.3599727809
1.017017017,0.9881543524,0.9999879877,0.6446800542,0.497330585,0.4839525884,0.3611565178
1.019019019,0.988271796,0.999988403,0.6458377174,0.4986859207,0.4850582042,0.362339254
1.021021021,0.9883880001,0.9999888039,0.6469917661,0.5000386113,0.4861617646,0.3635209805
1.023023023,0.9885029785,0.9999891908,0.6481422077,0.5013886518,0.4872632689,0.3647016883
1.025025025,0.9886167449,0.9999895642,0.6492890492,0.502736037,0.4883627166,0.3658813688
1.027027027,0.9887293128,0.9999899246,0.6504322983,0.5040807621,0.4894601073,0.3670600132
1.029029029,0.9888406954,0.9999902725,0.6515719621,0.5054228223,0.4905554404,0.368237613
1.031031031,0.988950906,0.9999906083,0.6527080482,0.5067622127,0.4916487157,0.3694141595
1.033033033,0.9890599577,0.9999909324,0.653840564,0.508098929,0.4927399327,0.3705896444
1.035035035,0.9891678631,0.9999912453,0.654969517,0.5094329665,0.4938290911,0.3717640593
1.037037037,0.9892746352,0.9999915472,0.6560949146,0.510764321,0.4949161908,0.3729373959
1.039039039,0.9893802864,0.9999918387,0.6572167645,0.5120929882,0.4960012315,0.374109646
1.041041041,0.9894848291,0.99999212,0.6583350743,0.513418964,0.4970842131,0.3752808016
1.043043043,0.9895882758,0.9999923916,0.6594498516,0.5147422444,0.4981651354,0.3764508545
1.045045045,0.9896906384,0.9999926537,0.660561104,0.5160628255,0.4992439985,0.3776197969
1.047047047,0.989791929,0.9999929068,0.6616688392,0.5173807035,0.5003208023,0.3787876208
1.049049049,0.9898921595,0.999993151,0.6627730649,0.5186958747,0.5013955468,0.3799543185
1.051051051,0.9899913416,0.9999933868,0.6638737889,0.5200083356,0.5024682322,0.3811198822
1.053053053,0.9900894868,0.9999936144,0.664971019,0.5213180827,0.5035388584,0.3822843044
1.055055055,0.9901866067,0.999993834,0.666064763,0.5226251127,0.5046074258,0.3834475774
1.057057057,0.9902827125,0.9999940461,0.6671550286,0.5239294222,0.5056739345,0.3846096938
1.059059059,0.9903778155,0.9999942508,0.6682418238,0.5252310082,0.5067383848,0.3857706462
