RSN,PGA (g),Maximum Base Shear (kN),Maximum Overturning Moment (kN�m),ISD Floor 1 (%),ISD Floor 2 (%),ISD Floor 3 (%),ISD Floor 4 (%),ISD Floor 5 (%),ISD Floor 6 (%),ISD Floor 7 (%),ISD Floor 8 (%),Maximum ISD (%),Maximum Global Drift (%),PFA Node 1001 (g),PFA Node 1005 (g),PFA Node 1009 (g),PFA Node 9003 (g),Maximum LRB Displacement (Node 1001) (mm),Maximum Top Displacement (Node 1009) (mm)
5676,0.2,313.2719,881.6637,0.932309,1.295709,1.336406,1.293047,1.221629,1.14823,1.047818,0.848025,1.336406,1.135948,0.2,0.208092,0.19721,0.186383,0.0,322.8932
5676,0.25,333.3338,917.4742,2.67878,2.389617,1.97533,1.645713,1.433412,1.311991,1.19751,1.018549,2.67878,1.692476,0.25,0.226968,0.22847,0.240635,0.0,481.0864
5676,0.23,328.0199,902.5555,0.897669,1.269026,1.328207,1.301942,1.242622,1.179366,1.082701,0.874743,1.328207,1.142389,0.23,0.227808,0.216337,0.218221,0.0,324.7242
5676,0.24,331.1592,910.8444,2.80759,2.34653,1.957044,1.636226,1.421678,1.308937,1.197923,1.004746,2.80759,1.660314,0.24,0.225195,0.222656,0.2348,0.0,471.9442
5676,0.235,329.6944,906.3625,0.886437,1.254617,1.31633,1.293581,1.237418,1.175995,1.080727,0.873026,1.31633,1.134833,0.235,0.225531,0.219508,0.223765,0.0,322.5763
5676,0.238,330.6921,909.0911,0.914184,1.242011,1.304153,1.28429,1.230836,1.171011,1.076842,0.869824,1.304153,1.126627,0.238,0.225843,0.221455,0.229711,0.0,320.2437
5676,0.239,330.9347,909.9904,2.850329,2.357078,1.953516,1.631909,1.423059,1.306309,1.194645,1.00927,2.850329,1.666293,0.239,0.225553,0.222056,0.233243,0.0,473.6437
5676,0.2385,330.8165,909.5468,1.970802,2.025419,1.803202,1.530873,1.34927,1.236738,1.13002,0.953461,2.025419,1.491283,0.2385,0.225737,0.221755,0.234606,0.0,423.8971
334,0.01,68.035,181.491,0.054738,0.078945,0.085699,0.08894,0.090087,0.089314,0.0857,0.072134,0.090087,0.08026,0.01,0.023929,0.038598,0.017699,0.0,22.8139
334,0.02,110.2783,305.4893,0.09572,0.14383,0.158095,0.164228,0.16538,0.161965,0.15257,0.125946,0.16538,0.145133,0.02,0.046766,0.070188,0.035694,0.0,41.254
334,0.03,170.3696,478.8003,0.175314,0.258623,0.279417,0.285136,0.282404,0.272278,0.251736,0.202393,0.285136,0.249606,0.03,0.065765,0.103295,0.053427,0.0,70.9506
334,0.05,271.2286,747.8695,0.429862,0.603013,0.617416,0.604922,0.581925,0.551977,0.507585,0.404204,0.617416,0.535503,0.05,0.093967,0.156399,0.092528,0.0,152.2167
334,0.045,245.587,673.4582,0.334889,0.473643,0.493507,0.493151,0.482259,0.46117,0.424822,0.337068,0.493507,0.436011,0.045,0.089113,0.146722,0.081957,0.0,123.936
334,0.1,320.4347,898.2874,1.169458,1.481753,1.444447,1.337111,1.231849,1.146481,1.047882,0.860677,1.481753,1.209176,0.1,0.158361,0.192823,0.194291,0.0,343.7084
334,0.11,326.7083,919.3064,1.491999,1.715873,1.580924,1.384181,1.24263,1.142756,1.043939,0.87187,1.715873,1.303751,0.11,0.165477,0.199213,0.21808,0.0,370.5912
334,0.13,320.4974,922.6534,4.150237,3.509984,2.653644,2.100059,1.819145,1.652147,1.514561,1.30152,4.150237,2.309097,0.13,0.183133,0.204511,0.253291,0.0,656.3608
334,0.12,321.9124,924.0267,2.968238,2.704546,2.283233,1.942509,1.683037,1.515946,1.377608,1.172485,2.968238,1.928558,0.12,0.189034,0.203095,0.2388,0.0,548.1925
334,0.117,322.5698,923.7219,2.332212,2.301033,2.039048,1.739916,1.514786,1.378465,1.255436,1.063354,2.332212,1.695297,0.117,0.170721,0.202149,0.233087,0.0,481.8881
334,0.118,322.3523,923.9299,2.529003,2.435313,2.133378,1.816627,1.577033,1.429938,1.300961,1.104099,2.529003,1.781735,0.118,0.172747,0.202499,0.235039,0.0,506.4582
334,0.105,326.3386,906.3343,1.173678,1.450013,1.359291,1.256752,1.168146,1.092175,1.002389,0.823432,1.450013,1.136161,0.105,0.162244,0.196343,0.205959,0.0,322.9538
334,0.109,327.0245,917.5033,1.424809,1.662177,1.535072,1.349072,1.215356,1.11872,1.022159,0.85232,1.662177,1.267178,0.109,0.164972,0.198666,0.21571,0.0,360.1955
