PGA (g),With LRB PoE(IO),Without LRB PoE(IO),With LRB PoE(LS),Without LRB PoE(LS),With LRB PoE(CP),Without LRB PoE(CP)
0,7.15E-29,6.96E-85,8.56E-34,2.61E-54,6.84E-33,3.28E-45
0.002002002002,2.43E-05,6.41E-15,2.81E-07,1.04E-11,4.06E-08,1.99E-10
0.004004004004,0.0003109209338,1.64E-11,6.48E-06,1.82E-09,9.23E-07,1.49E-08
0.006006006006,0.001155038144,9.55E-10,3.38E-05,2.79E-08,4.90E-06,1.48E-07
0.008008008008,0.002707164015,1.35E-08,0.0001006910108,1.70E-07,1.49E-05,6.79E-07
0.01001001001,0.005011152701,9.26E-08,0.0002239255902,6.42E-07,3.40E-05,2.09E-06
0.01201201201,0.008051883582,4.09E-07,0.0004175088687,1.81E-06,6.49E-05,5.06E-06
0.01401401401,0.0117843643,1.35E-06,0.0006923206746,4.21E-06,0.0001101678924,1.04E-05
0.01601601602,0.01615006909,3.64E-06,0.001056443628,8.55E-06,0.0001718682131,1.90E-05
0.01801801802,0.02108593407,8.43E-06,0.001515579488,1.56E-05,0.0002518166739,3.19E-05
0.02002002002,0.02652922935,1.74E-05,0.002073465889,2.65E-05,0.0003515063936,5.01E-05
0.02202202202,0.03242010916,3.28E-05,0.002732248978,4.21E-05,0.0004721593711,7.46E-05
0.02402402402,0.03870284657,5.74E-05,0.003492800612,6.36E-05,0.0006147590805,0.0001065827047
0.02602602603,0.04532632266,9.46E-05,0.004354981836,9.22E-05,0.0007800810133,0.0001469138635
0.02802802803,0.05224409699,0.0001483700623,0.005317858857,0.000129110421,0.0009687203325,0.0001966212417
0.03003003003,0.05941424951,0.0002230309633,0.006379878818,0.0001755581649,0.001181116437,0.0002566418531
0.03203203203,0.06679910464,0.0003233820823,0.007539012258,0.0002327603835,0.001417574541,0.0003278648402
0.03403403403,0.07436490255,0.0004545258481,0.008792868284,0.00030192489,0.0016782845,0.0004111276881
0.03603603604,0.08208145513,0.000621803874,0.01013878754,0.0003842335764,0.001963337182,0.0005072140045
0.03803803804,0.08992180799,0.0008307155647,0.01157391713,0.0004808336934,0.002272738664,0.0006168525162
0.04004004004,0.09786192003,0.00108683979,0.01309527095,0.0005928308963,0.002606422532,0.0007407170026
0.04204204204,0.1058803661,0.001395761592,0.01469977815,0.000721283834,0.002964260536,0.0008794269399
0.04404404404,0.1139580652,0.001763005246,0.01638432194,0.0008672000721,0.003346071822,0.001033548678
0.04604604605,0.1220780341,0.002193974454,0.01814577067,0.001031533157,0.003751630925,0.001203597009
0.04804804805,0.1302251651,0.002693900053,0.01998100246,0.001215180649,0.004180674704,0.001390037013
0.05005005005,0.1383860278,0.003267795261,0.02188692476,0.001418982967,0.004632908356,0.001593286093
0.05205205205,0.1465486904,0.003920418289,0.0238604896,0.001643722921,0.00510801063,0.001813716133
0.05405405405,0.1547025615,0.00465624195,0.02589870547,0.001890125799,0.005605638366,0.002051655724
0.05605605606,0.162838248,0.00547942979,0.02799864644,0.002158859923,0.006125430422,0.002307392406
0.05805805806,0.1709474292,0.006393818213,0.03015745887,0.002450537579,0.006667011101,0.00258117492
0.06006006006,0.1790227442,0.007402904013,0.03237236643,0.002765716241,0.007229993119,0.002873215409
0.06206206206,0.1870576917,0.008509836735,0.03464067349,0.003104900045,0.007813980191,0.003183691582
0.06406406406,0.1950465403,0.009717415297,0.03695976733,0.00346854143,0.008418569272,0.003512748814
0.06606606607,0.2029842493,0.01102808831,0.03932711935,0.003857042928,0.009043352509,0.003860502168
0.06806806807,0.210866397,0.0124439576,0.04174028547,0.004270759051,0.009687918933,0.004227038342
0.07007007007,0.2186891175,0.01396678439,0.04419690591,0.00470999824,0.01035185593,0.004612417533
0.07207207207,0.2264490436,0.01559799781,0.04669470442,0.005175024858,0.01103475049,0.005016675214
0.07407407407,0.234143256,0.01733870518,0.04923148714,0.0056660612,0.01173619035,0.005439823829
0.07607607608,0.2417692377,0.01918970388,0.05180514112,0.006183289503,0.0124557649,0.005881854397
0.07807807808,0.2493248334,0.02115149431,0.0544136326,0.00672685394,0.01319306603,0.006342738038
0.08008008008,0.2568082127,0.02322429379,0.05705500507,0.007296862582,0.0139476888,0.006822427415
0.08208208208,0.2642178372,0.02540805107,0.05972737727,0.007893389331,0.01471923207,0.007320858091
0.08408408408,0.271552431,0.0277024613,0.062428941,0.008516475802,0.01550729901,0.007837949818
0.08608608609,0.2788109543,0.03010698116,0.06515795893,0.00916613315,0.0163114975,0.008373607746
0.08808808809,0.2859925792,0.03262084415,0.06791276239,0.009842343853,0.01713144053,0.008927723566
0.09009009009,0.2930966685,0.03524307573,0.07069174902,0.01054506343,0.01796674649,0.009500176576
0.09209209209,0.3001227563,0.03797250834,0.07349338062,0.01127422207,0.01881703941,0.01009083469
0.09409409409,0.3070705301,0.04080779612,0.07631618082,0.01202972628,0.01968194918,0.01069955541
0.0960960961,0.3139398155,0.04374742927,0.07915873292,0.01281146037,0.02056111169,0.01132618665
0.0980980981,0.3207305618,0.04678974799,0.08201967769,0.01361928791,0.021454169,0.01197056764
0.1001001001,0.3274428288,0.04993295599,0.08489771127,0.01445305317,0.02236076939,0.01263252968
0.1021021021,0.3340767759,0.05317513343,0.08779158305,0.01531258244,0.02328056743,0.01331189686
0.1041041041,0.3406326507,0.05651424939,0.09070009369,0.01619768532,0.02421322405,0.01400848676
0.1061061061,0.3471107802,0.05994817376,0.09362209313,0.01710815592,0.02515840656,0.01472211107
0.1081081081,0.3535115618,0.06347468854,0.09655647868,0.01804377401,0.02611578862,0.01545257625
0.1101101101,0.3598354556,0.06709149862,0.09950219319,0.01900430617,0.02708505025,0.016199684
0.1121121121,0.3660829773,0.07079624192,0.1024582233,0.0199895068,0.02806587782,0.01696323187
0.1141141141,0.3722546918,0.07458649908,0.1054235975,0.0209991191,0.02905796397,0.01774301369
0.1161161161,0.3783512075,0.07845980243,0.1083973849,0.02203287608,0.03006100759,0.01853882007
0.1181181181,0.3843731707,0.08241364456,0.1113786931,0.02309050136,0.03107471374,0.01935043879
0.1201201201,0.3903212615,0.08644548626,0.1143666672,0.02417171009,0.03209879362,0.02017765523
0.1221221221,0.3961961887,0.090552764,0.1173604878,0.02527620971,0.03313296445,0.02102025274
0.1241241241,0.4019986864,0.09473289686,0.12035937,0.02640370072,0.03417694942,0.02187801295
0.1261261261,0.4077295102,0.09898329299,0.1233625615,0.0275538774,0.03523047759,0.02275071614
0.1281281281,0.4133894342,0.1033013556,0.126369342,0.02872642846,0.03629328383,0.02363814149
0.1301301301,0.4189792476,0.1076844887,0.1293790214,0.02992103769,0.0373651087,0.02454006743
0.1321321321,0.4244997528,0.1121301018,0.1323909385,0.03113738458,0.03844569836,0.02545627183
0.1341341341,0.4299517625,0.1166356151,0.1354044605,0.03237514484,0.03953480449,0.02638653226
0.1361361361,0.4353360974,0.1211984636,0.1384189811,0.03363399097,0.04063218418,0.02733062626
0.1381381381,0.4406535846,0.125816101,0.1414339198,0.03491359272,0.04173759982,0.02828833147
0.1401401401,0.4459050558,0.1304860036,0.1444487211,0.03621361761,0.04285081906,0.02925942589
0.1421421421,0.4510913455,0.1352056733,0.1474628529,0.03753373134,0.04397161461,0.03024368802
0.1441441441,0.4562132896,0.1399726406,0.1504758061,0.03887359818,0.04509976425,0.03124089704
0.1461461461,0.4612717241,0.1447844675,0.1534870934,0.04023288141,0.04623505065,0.03225083296
0.1481481481,0.4662674841,0.14963875,0.1564962485,0.04161124367,0.04737726129,0.03327327677
0.1501501502,0.4712014024,0.1545331196,0.1595028255,0.04300834726,0.04852618841,0.03430801054
0.1521521522,0.476074309,0.1594652461,0.1625063976,0.0444238545,0.04968162883,0.03535481758
0.1541541542,0.4808870296,0.1644328387,0.1655065567,0.04585742802,0.05084338394,0.0364134825
0.1561561562,0.4856403856,0.1694336476,0.1685029127,0.04730873103,0.05201125952,0.03748379137
0.1581581582,0.4903351928,0.1744654655,0.1714950923,0.04877742759,0.05318506571,0.03856553176
0.1601601602,0.4949722612,0.1795261282,0.1744827392,0.05026318283,0.05436461689,0.03965849286
0.1621621622,0.4995523942,0.1846135162,0.1774655124,0.05176566321,0.05554973161,0.04076246554
0.1641641642,0.5040763881,0.189725555,0.1804430866,0.05328453667,0.05674023245,0.0418772424
0.1661661662,0.508545032,0.1948602156,0.1834151507,0.05481947291,0.05793594597,0.04300261789
0.1681681682,0.5129591071,0.2000155156,0.1863814079,0.05637014349,0.05913670265,0.0441383883
0.1701701702,0.5173193865,0.2051895189,0.1893415747,0.05793622205,0.06034233671,0.04528435187
0.1721721722,0.5216266349,0.2103803361,0.1922953809,0.05951738441,0.06155268614,0.04644030878
0.1741741742,0.5258816085,0.215586125,0.1952425682,0.06111330877,0.06276759253,0.04760606126
0.1761761762,0.5300850545,0.2208050903,0.1981828908,0.06272367582,0.06398690103,0.04878141354
0.1781781782,0.5342377112,0.2260354834,0.201116114,0.06434816883,0.06521046025,0.04996617197
0.1801801802,0.5383403076,0.2312756026,0.2040420145,0.0659864738,0.06643812222,0.05116014497
0.1821821822,0.5423935638,0.2365237927,0.2069603793,0.06763827954,0.06766974226,0.05236314312
