PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.0,6.963880599257273e-85,2.6136575529958164e-54,3.280161999455821e-45
0.002002002002002002,6.405740971249475e-15,1.0431715458516517e-11,1.991198287144144e-10
0.004004004004004004,1.638325376098305e-11,1.819166301810387e-09,1.4875178799684196e-08
0.006006006006006006,9.551951246026194e-10,2.7881783078115977e-08,1.4757842851603102e-07
0.008008008008008008,1.3531468851312916e-08,1.6996179487077075e-07,6.789620323798419e-07
0.01001001001001001,9.257632227765457e-08,6.41701135119225e-07,2.092977507352961e-06
0.012012012012012012,4.087824489440258e-07,1.8118048109431956e-06,5.057579435752489e-06
0.014014014014014014,1.3510785326531383e-06,4.214930314557653e-06,1.0387507378918963e-05
0.016016016016016016,3.6401182167937695e-06,8.545704669979542e-06,1.9004027752660646e-05
0.018018018018018018,8.432409252363545e-06,1.564220374671515e-05,3.1898053240894724e-05
0.02002002002002002,1.740039972405406e-05,2.646392636094288e-05,5.009885352905208e-05
0.022022022022022022,3.278113878352524e-05,4.206773852672882e-05,7.464866363105856e-05
0.024024024024024024,5.73922258488307e-05,6.358399458416713e-05,0.00010658270473183607
0.026026026026026026,9.461786147837505e-05,9.219413163934351e-05,0.00014691386347062801
0.028028028028028028,0.00014837006229335688,0.000129110420959909,0.00019662124172564128
0.03003003003003003,0.00022303096331986906,0.00017555816493376443,0.00025664185312246
0.03203203203203203,0.00032338208230311554,0.00023276038353227355,0.0003278648402035924
0.03403403403403403,0.00045452584810792097,0.00030192488996211097,0.00041112768812339644
0.036036036036036036,0.000621803873988193,0.0003842335763786438,0.0005072140044865114
0.03803803803803804,0.0008307155646785144,0.0004808336934394148,0.0006168525162257742
0.04004004004004004,0.001086839789916121,0.0005928308962939219,0.0007407170026428828
0.04204204204204204,0.0013957615920669642,0.0007212838339536112,0.0008794269399326109
0.044044044044044044,0.00176300524550517,0.000867200072130562,0.001033548678265157
0.04604604604604605,0.0021939744540723674,0.001031533157270126,0.0012035970094801639
0.04804804804804805,0.002693900053055795,0.001215180648931852,0.0013900370131928485
0.050050050050050046,0.0032677952609538484,0.0014189829672456497,0.0015932860929688984
0.05205205205205205,0.003920418289141014,0.0016437229209232032,0.0018137161333176585
0.05405405405405406,0.0046562419497354676,0.0018901257987143387,0.002051655723511413
0.056056056056056056,0.005479429789971634,0.002158859923021529,0.002307392406417962
0.058058058058058054,0.006393818213276036,0.0024505375785526524,0.0025811749202453243
0.06006006006006006,0.00740290401290136,0.0027657162414371807,0.0028732154088314103
0.062062062062062065,0.008509836734984502,0.0031049000452478843,0.0031836915822621853
0.06406406406406406,0.009717415297425277,0.0034685414299829662,0.003512748814484271
0.06606606606606606,0.011028088313575924,0.003857042928408838,0.003860502168444116
0.06806806806806806,0.012443957601100104,0.004270759051378168,0.004227038342338043
0.07007007007007007,0.01396678439318993,0.0047099982399545146,0.004612417532957442
0.07207207207207207,0.015597997809099772,0.005175024857514505,0.005016675213990439
0.07407407407407407,0.017338705181788563,0.005666061199574462,0.005439823828599573
0.07607607607607608,0.01918970388098887,0.006183289502999791,0.005881854396718044
0.07807807807807808,0.021151494309272358,0.006726853939591737,0.006342738038361724
0.08008008008008008,0.023224293785999862,0.007296862581885549,0.006822427414894208
0.08208208208208208,0.025408051069012644,0.007893389331405543,0.00732085809065164
0.08408408408408408,0.02770246129629964,0.008516475801665846,0.007837949817667125
0.08608608608608609,0.030106981159560304,0.009166133149932068,0.008373607746459963
0.08808808808808809,0.032620844148568376,0.009842343853215415,0.008927723565994779
0.09009009009009009,0.03524307572959323,0.010545063425193622,0.009500176575989611
0.0920920920920921,0.03797250834296004,0.011274222071777843,0.010090834694771934
0.0940940940940941,0.0408077961242775,0.012029726283899091,0.010699555405863303
0.0960960960960961,0.04374742927108781,0.012811460366798139,0.011326186646422754
0.0980980980980981,0.04678974799187062,0.013619287905687913,0.011970567640605854
0.10010010010010009,0.0499329559876364,0.014453053168138778,0.012632529680806264
0.1021021021021021,0.05317513342794045,0.015312582443928522,0.013311896859644142
0.1041041041041041,0.05651424939320515,0.016197685323413327,0.014008486755455456
0.1061061061061061,0.05994817376390946,0.017108155915727532,0.014722111073920406
0.10810810810810811,0.06347468854463531,0.018043774008315878,0.015452576248350955
0.11011011011011011,0.0670914986172916,0.019004306169452295,0.01619968400103856
0.11211211211211211,0.07079624192318655,0.01998950679551104,0.01696323186794505
