RSN,PGA (g),Maximum Base Shear (kN),Maximum Overturning Moment (kN�m),ISD Floor 1 (%),ISD Floor 2 (%),ISD Floor 3 (%),ISD Floor 4 (%),ISD Floor 5 (%),ISD Floor 6 (%),ISD Floor 7 (%),ISD Floor 8 (%),Maximum ISD (%),Maximum Global Drift (%),PFA Node 1 (g),PFA Node 5 (g),PFA Node 9 (g),PFA Node 12 (g),Maximum LRB Displacement (Node 1) (mm),Maximum Top Displacement (Node 9) (mm)
139,0.55,1058.5139,7492.0269,0.954036,2.008204,2.538061,2.733943,2.674047,2.36201,1.771513,0.981711,2.733943,1.994554,0.683261,0.453472,0.114959,0.165013,0.0,562.4641
410,0.05,97.4015,428.3501,0.020909,0.041389,0.050038,0.0554,0.058011,0.057489,0.051441,0.03509,0.058011,0.045647,0.062575,0.056536,0.013551,0.004578,0.0,12.8726
410,0.1,179.9541,786.7583,0.039028,0.07959,0.098222,0.110595,0.116305,0.114114,0.100006,0.066853,0.116305,0.089311,0.12515,0.112311,0.024253,0.009202,0.0,25.1857
410,0.15,240.3526,1071.2724,0.054193,0.113536,0.142581,0.161166,0.170464,0.166609,0.144108,0.094579,0.170464,0.128552,0.187725,0.165079,0.03215,0.013868,0.0,36.2516
410,0.2,289.2325,1306.9234,0.066944,0.143153,0.182782,0.206458,0.219309,0.214184,0.183899,0.119035,0.219309,0.163585,0.250301,0.212606,0.038237,0.018689,0.0,46.131
410,0.25,350.8512,1707.1256,0.088239,0.185018,0.229458,0.248579,0.263676,0.258007,0.22115,0.142225,0.263676,0.195733,0.312876,0.257441,0.043698,0.023665,0.0,55.1968
410,0.3,396.1878,1994.0825,0.105328,0.222693,0.277512,0.30131,0.305733,0.299875,0.257129,0.164872,0.305733,0.23311,0.375451,0.300252,0.048704,0.028619,0.0,65.737
410,0.35,433.6609,2237.2753,0.119897,0.253946,0.316854,0.344444,0.346896,0.340967,0.292591,0.187378,0.346896,0.266426,0.438026,0.339947,0.055067,0.033541,0.0,75.1322
410,0.4,487.8022,2462.0273,0.133687,0.283644,0.354611,0.386139,0.388252,0.381374,0.32746,0.209661,0.388252,0.29816,0.500601,0.378234,0.061331,0.038448,0.0,84.0813
410,0.45,550.9435,2706.6158,0.149563,0.317921,0.398869,0.435469,0.437374,0.421685,0.361696,0.2313,0.437374,0.334599,0.563176,0.415627,0.067406,0.04337,0.0,94.357
410,0.5,614.1521,3012.4201,0.171182,0.364262,0.458302,0.500397,0.500852,0.462415,0.395376,0.251938,0.500852,0.381928,0.625751,0.452106,0.073368,0.048335,0.0,107.7036
410,0.55,675.2197,3348.576,0.1968,0.418822,0.52775,0.575674,0.574534,0.527393,0.428422,0.271777,0.575674,0.436818,0.688327,0.488037,0.078952,0.053331,0.0,123.1827
410,0.6,733.9568,3657.0524,0.222482,0.472492,0.597067,0.652412,0.650643,0.595181,0.480585,0.296136,0.652412,0.4929,0.750902,0.523205,0.083962,0.058331,0.0,138.9979
410,0.65,790.6383,3958.1941,0.250371,0.530623,0.671706,0.734854,0.732494,0.668447,0.537781,0.329644,0.734854,0.553802,0.813477,0.557234,0.088764,0.063329,0.0,156.1722
410,0.7,844.0384,4271.1067,0.283821,0.598443,0.757376,0.828491,0.825258,0.751984,0.603371,0.368284,0.828491,0.62344,0.876052,0.597096,0.093175,0.068355,0.0,175.81
410,0.75,895.5743,4531.1657,0.314889,0.661302,0.836757,0.915592,0.912265,0.831358,0.666868,0.406725,0.915592,0.688868,0.938627,0.636497,0.097391,0.073359,0.0,194.2607
410,0.8,945.6474,4763.9522,0.344938,0.721755,0.91295,0.999443,0.996507,0.908925,0.729821,0.445562,0.999443,0.75287,1.001202,0.676215,0.101537,0.078343,0.0,212.3094
410,0.85,993.9431,5095.1252,0.386083,0.792652,0.991635,1.081588,1.077758,0.982811,0.789387,0.481988,1.081588,0.816674,1.063778,0.715575,0.105586,0.083323,0.0,230.3021
410,0.9,1041.8197,5353.6283,0.426254,0.869813,1.082977,1.170625,1.156796,1.050477,0.842294,0.513865,1.170625,0.881781,1.126353,0.753849,0.109505,0.088354,0.0,248.6621
410,0.95,1088.6427,5596.0578,0.46652,0.94879,1.179714,1.273743,1.252434,1.126662,0.897322,0.545849,1.273743,0.956126,1.188928,0.791062,0.113257,0.093439,0.0,269.6276
410,1.0,1132.671,5846.7066,0.512977,1.041938,1.296295,1.40027,1.37795,1.2398,0.983786,0.593941,1.40027,1.049202,1.251503,0.827911,0.116918,0.098538,0.0,295.875
410,1.05,1174.003,6102.5672,0.564045,1.146811,1.435311,1.566409,1.555129,1.407047,1.117072,0.670872,1.566409,1.170648,1.314078,0.864092,0.120525,0.103384,0.0,330.1227
410,1.1,1214.9016,6466.2535,0.646371,1.331961,1.67796,1.836296,1.82637,1.651227,1.304601,0.774194,1.836296,1.36845,1.376653,0.900305,0.123984,0.107879,0.0,385.903
410,1.15,1254.5488,6773.0992,0.731138,1.533328,1.961596,2.162194,2.155011,1.943388,1.517295,0.882704,2.162194,1.599458,1.439228,0.936171,0.127244,0.111531,0.0,451.0472
410,1.2,1292.8503,7116.7678,0.825521,1.76109,2.256576,2.466792,2.437301,2.182173,1.687541,0.969304,2.466792,1.809779,1.501804,0.971186,0.130323,0.114549,0.0,510.3576
410,1.25,1330.5266,7417.425,0.9277,1.980615,2.526205,2.741363,2.696046,2.398524,1.825933,1.031571,2.741363,2.003762,1.564379,1.00534,0.133988,0.11728,0.0,565.0608
990,0.05,216.1882,971.0072,0.04835,0.097999,0.118984,0.127732,0.128224,0.120976,0.103099,0.06813,0.128224,0.101097,0.05,0.045016,0.021972,0.010779,0.0,28.5095
990,0.1,327.814,1579.9773,0.081861,0.172255,0.214641,0.233421,0.234907,0.219742,0.183259,0.11735,0.234907,0.180767,0.1,0.085092,0.034468,0.021455,0.0,50.9763
990,0.15,440.805,2268.2644,0.121912,0.257535,0.31954,0.344559,0.342468,0.315828,0.259631,0.164041,0.344559,0.264127,0.15,0.120564,0.043253,0.032625,0.0,74.4838
990,0.2,472.0859,2474.2123,0.134773,0.285365,0.355054,0.383886,0.382797,0.354614,0.292657,0.184628,0.383886,0.293907,0.2,0.153081,0.045532,0.04385,0.0,82.8818
990,0.25,466.954,2470.7562,0.133326,0.282826,0.352241,0.38146,0.381649,0.355221,0.294109,0.185495,0.381649,0.292439,0.25,0.184824,0.051021,0.054858,0.0,82.4677
990,0.3,522.0285,2605.6673,0.143169,0.30827,0.391002,0.430329,0.434256,0.403762,0.332978,0.209088,0.434256,0.327167,0.3,0.216386,0.05727,0.066008,0.0,92.2611
990,0.35,598.5421,2962.0565,0.167909,0.360405,0.45771,0.504951,0.510613,0.475302,0.391476,0.245541,0.510613,0.386585,0.35,0.247873,0.06283,0.077409,0.0,109.0168
990,0.4,665.5818,3556.5128,0.213136,0.453245,0.576471,0.63497,0.638352,0.587995,0.478862,0.297344,0.638352,0.481414,0.4,0.279052,0.067396,0.088893,0.0,135.7587
990,0.45,755.6273,4378.744,0.294805,0.616244,0.774016,0.841282,0.834694,0.761474,0.612512,0.374912,0.841282,0.63348,0.45,0.309185,0.071257,0.100295,0.0,178.6413
990,0.5,872.6645,5478.3412,0.451166,0.927034,1.162328,1.264433,1.252277,1.13319,0.903653,0.548967,1.264433,0.950606,0.5,0.338328,0.074914,0.111517,0.0,268.0709
990,0.51,897.2391,5729.2667,0.495278,1.015798,1.272799,1.382972,1.367597,1.234647,0.981632,0.593961,1.382972,1.037991,0.51,0.344137,0.076768,0.113724,0.0,292.7134
990,0.52,919.2747,5980.0066,0.54257,1.111552,1.391643,1.509656,1.490419,1.342762,1.064207,0.640439,1.509656,1.131213,0.52,0.349897,0.081913,0.115913,0.0,319.0019
990,0.53,937.7241,6217.9778,0.590314,1.209903,1.514601,1.641419,1.618791,1.4563,1.150648,0.688034,1.641419,1.227984,0.53,0.35559,0.087104,0.118085,0.0,346.2916
990,0.55,959.4814,6613.7043,0.681258,1.408885,1.775928,1.928489,1.894052,1.689131,1.318881,0.776963,1.928489,1.427037,0.55,0.365485,0.095528,0.122386,0.0,402.4246
990,0.56,963.7936,6786.9293,0.726382,1.508636,1.905048,2.068158,2.03351,1.810603,1.398976,0.812669,2.068158,1.52609,0.56,0.369423,0.100172,0.124514,0.0,430.3575
990,0.57,966.2297,6946.4269,0.77203,1.610247,2.031112,2.199452,2.160147,1.922414,1.482332,0.855259,2.199452,1.621588,0.57,0.373937,0.103865,0.126626,0.0,457.2879
990,0.59,973.8834,7200.2332,0.848854,1.781791,2.249794,2.4295,2.373579,2.095334,1.59663,0.91075,2.4295,1.778084,0.59,0.384385,0.105631,0.130788,0.0,501.4196
990,0.6,978.5835,7268.1689,0.870104,1.826467,2.30826,2.493788,2.437476,2.152942,1.638946,0.929586,2.493788,1.824725,0.6,0.39025,0.106066,0.132821,0.0,514.5726
990,0.61,981.868,7303.9592,0.881486,1.849841,2.338901,2.527547,2.472426,2.187834,1.668568,0.947169,2.527547,1.851589,0.61,0.395858,0.110427,0.134817,0.0,522.148
1052,0.05,202.7719,875.2192,0.042681,0.084931,0.104182,0.114141,0.117555,0.113729,0.098911,0.066288,0.117555,0.091644,0.05,0.039386,0.021649,0.014471,0.0,25.8436
1052,0.1,343.1669,1603.4833,0.082336,0.173395,0.216229,0.235186,0.236594,0.221103,0.184203,0.117697,0.236594,0.182041,0.1,0.076573,0.032731,0.030153,0.0,51.3355
1052,0.15,486.5502,2572.9819,0.139969,0.2977,0.372924,0.406235,0.407202,0.377727,0.311404,0.196021,0.407202,0.311808,0.15,0.112538,0.042513,0.045861,0.0,87.9299
1052,0.17,552.4446,3001.4809,0.169973,0.3618,0.45538,0.497371,0.497738,0.458688,0.374918,0.234479,0.497738,0.379107,0.17,0.127144,0.047495,0.05199,0.0,106.9083
1052,0.18,580.9644,3196.5045,0.184777,0.393564,0.496375,0.542333,0.542088,0.498352,0.405833,0.252767,0.542333,0.412146,0.18,0.135104,0.049452,0.055661,0.0,116.2252
1052,0.2,629.5657,3540.9486,0.212879,0.453154,0.573853,0.628433,0.627944,0.575742,0.466435,0.28844,0.628433,0.475658,0.2,0.151901,0.052317,0.06336,0.0,134.1357
1052,0.25,703.3992,4137.666,0.270928,0.57513,0.731466,0.803979,0.804005,0.734946,0.592017,0.362987,0.804005,0.606014,0.25,0.194039,0.061603,0.082631,0.0,170.8958
1052,0.3,822.3845,5005.7048,0.377035,0.780595,0.98064,1.068266,1.061156,0.965282,0.776151,0.475335,1.068266,0.805122,0.3,0.235738,0.071064,0.103925,0.0,227.0443
1052,0.35,977.5027,6925.3059,0.767172,1.586593,1.991987,2.151374,2.110145,1.876424,1.446336,0.835503,2.151374,1.586821,0.35,0.275882,0.120137,0.111035,0.0,447.4836
1052,0.31,876.0211,5497.9028,0.454727,0.932829,1.168588,1.270736,1.258481,1.138691,0.907801,0.551232,1.270736,0.955727,0.31,0.243847,0.07267,0.107828,0.0,269.5149
1052,0.33,960.964,6626.2063,0.685433,1.411916,1.773006,1.921252,1.885785,1.681739,1.313902,0.774014,1.921252,1.423803,0.33,0.259841,0.100953,0.109089,0.0,401.5125
1052,0.32,931.6314,6122.5746,0.571736,1.168696,1.460417,1.581736,1.560088,1.40433,1.111598,0.666511,1.581736,1.185064,0.32,0.251927,0.086487,0.109922,0.0,334.1881
1052,0.37,976.9568,6870.0001,0.750239,1.553975,1.956008,2.117709,2.077978,1.847505,1.42372,0.822817,2.117709,1.562041,0.37,0.291647,0.117503,0.116468,0.0,440.4954
1052,0.39,983.3963,6950.9506,0.773132,1.602306,2.012523,2.173071,2.128452,1.888685,1.451562,0.836704,2.173071,1.601188,0.39,0.305525,0.118686,0.121133,0.0,451.535
1052,0.4,990.0861,7025.7071,0.79815,1.662679,2.087555,2.249623,2.200498,1.950322,1.497011,0.861429,2.249623,1.655091,0.4,0.312502,0.121151,0.123076,0.0,466.7356
1052,0.42,987.2104,7234.0096,0.853961,1.773961,2.222261,2.384859,2.315942,2.032848,1.552064,0.893251,2.384859,1.743286,0.42,0.326843,0.127407,0.126777,0.0,491.6066
1052,0.43,978.4972,7276.8789,0.874081,1.828587,2.304627,2.481736,2.413752,2.115562,1.597865,0.911809,2.481736,1.807698,0.43,0.334148,0.129908,0.128526,0.0,509.771
1052,0.44,981.7212,7269.2933,0.877654,1.844293,2.333928,2.52092,2.462558,2.170336,1.642888,0.933509,2.52092,1.838978,0.44,0.341794,0.12656,0.130194,0.0,518.5918
4455,0.05,159.2264,633.1177,0.030601,0.061018,0.073761,0.079393,0.080208,0.076466,0.066176,0.044367,0.080208,0.06358,0.06143,0.053877,0.017987,0.002688,0.0,17.9297
4455,0.1,284.461,1274.275,0.063512,0.128363,0.154652,0.16526,0.16621,0.157519,0.134127,0.087513,0.16621,0.128472,0.122861,0.103691,0.031096,0.005579,0.0,36.229
4455,0.15,363.7353,1751.4418,0.090571,0.191358,0.241347,0.268088,0.276817,0.264834,0.223772,0.14329,0.276817,0.207942,0.184291,0.154467,0.045922,0.008963,0.0,58.6397
4455,0.2,464.2482,2235.489,0.117355,0.240449,0.28858,0.316271,0.333136,0.322267,0.273675,0.1748,0.333136,0.248227,0.245722,0.203393,0.053897,0.012069,0.0,69.9999
4455,0.25,520.5241,2548.7381,0.135521,0.277302,0.330602,0.34262,0.353735,0.344786,0.29445,0.188231,0.353735,0.264714,0.307152,0.24921,0.057367,0.014937,0.0,74.6493
4455,0.3,553.0592,2723.5377,0.145365,0.306941,0.386785,0.421678,0.420976,0.387854,0.318794,0.200959,0.421678,0.320929,0.368583,0.292492,0.059279,0.017668,0.0,90.502
4455,0.35,577.2811,2926.3731,0.160509,0.340355,0.431426,0.472663,0.473198,0.435175,0.354569,0.221003,0.473198,0.358598,0.430013,0.333418,0.064938,0.020318,0.0,101.1247
4455,0.4,618.4086,3133.5116,0.174728,0.366173,0.464308,0.509306,0.510523,0.470369,0.383558,0.238759,0.510523,0.386658,0.491443,0.372246,0.068867,0.0229,0.0,109.0377
4455,0.45,663.9614,3256.1117,0.18389,0.384138,0.487164,0.534866,0.537169,0.495788,0.404383,0.251408,0.537169,0.406516,0.552874,0.408645,0.073834,0.025468,0.0,114.6374
4455,0.5,700.7045,3340.6535,0.192012,0.399501,0.498989,0.549373,0.552817,0.510394,0.434422,0.278374,0.552817,0.417226,0.614304,0.452538,0.078227,0.028076,0.0,117.6578
4455,0.6,782.3752,3753.266,0.222964,0.467175,0.574602,0.610337,0.613347,0.59067,0.512671,0.327276,0.613347,0.448585,0.737165,0.550163,0.086407,0.033427,0.0,126.5009
4455,0.7,862.3436,4084.2484,0.251772,0.529594,0.656205,0.699487,0.702785,0.67422,0.57736,0.369406,0.702785,0.512754,0.860026,0.64039,0.096048,0.038909,0.0,144.5965
4455,0.8,979.9745,4368.9835,0.277948,0.586143,0.727976,0.778942,0.782693,0.748794,0.636765,0.408876,0.782693,0.570021,0.982887,0.72537,0.106202,0.044441,0.0,160.7458
4455,0.9,1093.1411,4624.3608,0.302349,0.633934,0.79071,0.850002,0.855477,0.81747,0.693991,0.446843,0.855477,0.620889,1.105748,0.806399,0.115583,0.049963,0.0,175.0906
4455,1,1199.8728,4862.1045,0.328089,0.674761,0.846882,0.914739,0.923115,0.882176,0.749693,0.483537,0.923115,0.667402,1.228609,0.878854,0.124576,0.055449,0.0,188.2074
4455,1.1,1306.237,5082.1696,0.353454,0.712181,0.899045,0.976078,0.987062,0.943414,0.802214,0.517874,0.987062,0.710808,1.35147,0.952787,0.133469,0.060845,0.0,200.4478
4455,1.2,1406.9122,5296.3656,0.380359,0.746866,0.947925,1.034541,1.04834,1.003058,0.858876,0.556214,1.04834,0.752174,1.47433,1.034593,0.1422,0.066228,0.0,212.113
4455,1.4,1586.7139,5723.9478,0.440321,0.849118,1.036241,1.141159,1.161669,1.114033,0.977535,0.634034,1.161669,0.828052,1.720052,1.19506,0.157992,0.076711,0.0,233.5106
4455,1.5,1672.4747,5930.7858,0.472832,0.907534,1.074929,1.18823,1.212688,1.167354,1.038348,0.673676,1.212688,0.861544,1.842913,1.275391,0.164989,0.081784,0.0,242.9554
4455,1.8,1909.5147,6513.2101,0.573868,1.094692,1.295944,1.400682,1.4453,1.402448,1.223315,0.790381,1.4453,1.069529,2.211496,1.50775,0.184297,0.096384,0.0,301.6072
4455,2,2049.969,7019.7754,0.637567,1.214981,1.512253,1.672417,1.677793,1.590304,1.350765,0.861243,1.677793,1.266319,2.457217,1.650688,0.196163,0.105818,0.0,357.1019
4455,2.2,2180.9288,7470.0077,0.694161,1.324799,1.595501,1.773761,1.790235,1.701673,1.45576,0.930218,1.790235,1.348779,2.702939,1.790546,0.207071,0.115381,0.0,380.3556
4455,2.5,2363.173,7977.3621,0.752285,1.455494,1.759185,1.862138,1.886652,1.852234,1.612802,1.028283,1.886652,1.341591,3.071522,1.985227,0.221806,0.13027,0.0,378.3288
4455,2.75,2506.8048,8289.5037,0.840588,1.51399,1.856885,1.989233,2.024021,1.985213,1.726091,1.098234,2.024021,1.423831,3.378674,2.151802,0.233034,0.143322,0.0,401.5204
4455,3.0,2640.1925,8511.247,0.931983,1.509375,1.884217,2.047052,2.10262,2.081797,1.8279,1.210036,2.10262,1.459289,3.685826,2.309809,0.243534,0.156599,0.0,411.5195
4455,3.5,2874.2909,8745.7798,1.112801,1.655315,1.839459,2.119484,2.406979,2.479245,2.218721,1.472375,2.479245,1.689813,4.300131,2.595025,0.263478,0.18315,0.0,476.5274
4455,3.6,2912.7232,8773.0031,1.147923,1.695888,1.873479,2.188291,2.479082,2.551988,2.286542,1.518081,2.551988,1.741122,4.422991,2.648183,0.267224,0.188465,0.0,490.9964
4863,0.05,298.9311,1391.1053,0.070571,0.145854,0.179527,0.193949,0.19452,0.18194,0.152478,0.098522,0.19452,0.151141,0.053713,0.051264,0.02763,0.024258,0.0,42.6218
4863,0.1,520.0103,2733.1033,0.152859,0.326212,0.411277,0.450878,0.453467,0.420626,0.346424,0.2181,0.453467,0.345306,0.107426,0.100471,0.04617,0.049725,0.0,97.3764
4863,0.15,691.0122,3777.186,0.233823,0.495646,0.628356,0.690723,0.693931,0.639098,0.518475,0.319972,0.693931,0.52264,0.161138,0.143293,0.05291,0.076077,0.0,147.3844
4863,0.2,809.6519,4952.0848,0.370167,0.770283,0.970417,1.058661,1.051999,0.955553,0.76454,0.466306,1.058661,0.796905,0.214851,0.188297,0.064594,0.102252,0.0,224.7272
4863,0.25,989.2972,7107.3056,0.814615,1.692632,2.12011,2.281174,2.230255,1.978235,1.520836,0.873427,2.281174,1.678274,0.268564,0.227577,0.122589,0.12482,0.0,473.2731
4863,0.22,963.8332,6708.1736,0.70646,1.460897,1.838866,1.990797,1.949128,1.732388,1.345392,0.788496,1.990797,1.469439,0.236336,0.205144,0.103587,0.111868,0.0,414.3818
4863,0.25,989.2972,7107.3056,0.814615,1.692632,2.12011,2.281174,2.230255,1.978235,1.520836,0.873427,2.281174,1.678274,0.268564,0.227577,0.122589,0.12482,0.0,473.2731
4863,0.27,988.0989,7465.0653,0.937929,1.94523,2.435866,2.609412,2.531367,2.212166,1.649896,0.918747,2.609412,1.89788,0.290049,0.237728,0.127503,0.132557,0.0,535.2022
4863,0.26,978.8063,7349.5181,0.891607,1.850187,2.315917,2.481666,2.404453,2.103104,1.59355,0.910256,2.481666,1.807986,0.279307,0.233546,0.128726,0.128876,0.0,509.852
496,0.05,71.0544,298.5793,0.014383,0.027711,0.032014,0.03369,0.035426,0.035351,0.031797,0.02166,0.035426,0.027988,0.05,0.03649,0.009178,0.002171,0.0,7.8926
496,0.15,200.3935,850.6979,0.041402,0.081383,0.095468,0.100777,0.105682,0.104181,0.091714,0.062908,0.105682,0.082033,0.15,0.106747,0.024616,0.00651,0.0,23.1333
496,0.25,311.3625,1309.5318,0.064908,0.130138,0.153939,0.163641,0.171975,0.168142,0.152721,0.103265,0.171975,0.131155,0.25,0.174228,0.037409,0.010837,0.0,36.9857
496,0.35,422.6988,1752.7415,0.08835,0.178846,0.212974,0.22527,0.232508,0.238498,0.217302,0.144643,0.238498,0.175208,0.35,0.239126,0.048962,0.015155,0.0,49.4086
496,0.45,528.3433,2201.7862,0.115538,0.228172,0.266559,0.284651,0.303444,0.314391,0.285716,0.189013,0.314391,0.216019,0.45,0.304281,0.060637,0.019466,0.0,60.9172
496,0.5,578.4377,2443.9368,0.129717,0.256712,0.300247,0.320541,0.341246,0.353363,0.320792,0.211734,0.353363,0.241085,0.5,0.33701,0.066357,0.021621,0.0,67.986
496,0.6,676.7724,2915.3466,0.158774,0.314534,0.368452,0.393458,0.418285,0.432904,0.392115,0.257975,0.432904,0.29475,0.6,0.400951,0.077432,0.025926,0.0,83.1195
496,0.75,814.3437,3567.5244,0.204803,0.403249,0.47391,0.507896,0.539308,0.554037,0.49627,0.322639,0.554037,0.376882,0.75,0.486494,0.089884,0.032374,0.0,106.2806
496,0.9,938.634,4156.2263,0.252996,0.494627,0.583179,0.625903,0.660332,0.672788,0.599416,0.387787,0.672788,0.459851,0.9,0.565234,0.100571,0.038812,0.0,129.6781
496,1.2,1148.1419,5157.9031,0.360986,0.68728,0.80559,0.859287,0.896057,0.904951,0.805611,0.523208,0.904951,0.627255,1.2,0.708586,0.119001,0.05167,0.0,176.8859
496,1.4,1265.5644,5735.2176,0.439151,0.821068,0.958136,1.016669,1.053081,1.058616,0.9408,0.610723,1.058616,0.739603,1.4,0.795142,0.128401,0.06023,0.0,208.5682
496,1.6,1372.8396,6268.6218,0.520975,0.95891,1.114305,1.176879,1.211641,1.212632,1.075018,0.696584,1.212632,0.853331,1.6,0.873866,0.1355,0.068782,0.0,240.6394
496,1.8,1473.691,6765.0229,0.605866,1.101408,1.275597,1.341535,1.372673,1.366015,1.20655,0.778209,1.372673,0.968943,1.8,0.942151,0.140308,0.077327,0.0,273.242
496,2.0,1570.8311,7202.7112,0.692734,1.247007,1.440727,1.508681,1.534437,1.518923,1.336163,0.857836,1.534437,1.08578,2.0,1.005437,0.143875,0.085865,0.0,306.1899
496,2.5,1792.9739,8012.38,0.925817,1.685009,2.005544,2.124309,2.143742,2.022536,1.683623,1.044882,2.143742,1.585907,2.5,1.130306,0.143908,0.107192,0.0,447.2257
496,2.8,1915.6319,8286.9924,1.085259,2.015584,2.42392,2.588209,2.588763,2.401333,1.954881,1.176962,2.588763,1.908112,2.8,1.187216,0.141828,0.119976,0.0,538.0875
